file_name,file_path,file_type,size,album,artist,title,year,genre,duration,track,bitrate
Erik Mongrain - Percusien Fa.mp3,./Music/Fingerstyle/Others/Erik Mongrain - Percusien Fa.mp3,.mp3,1857322,Fates,Erik Mongrain,Percusien Fa,2007-06-26,New Age,232.20304949566034,2,64.0
Ewan Dobson - Best Friend.mp3,./Music/Fingerstyle/Others/Ewan Dobson - Best Friend.mp3,.mp3,3434296,Ewan Dobson III,Ewan Dobson,Best Friend,2012-01-16,Folk,214.6434989888727,1,128.0
Ewan Dobson - I Know Your Pain.mp3,./Music/Fingerstyle/Others/Ewan Dobson - I Know Your Pain.mp3,.mp3,2896271,,Ewan Dobson,I Know Your Pain,,,241.3986846046651,,96.0
Ewan Dobson - Space Walk.mp3,./Music/Fingerstyle/Others/Ewan Dobson - Space Walk.mp3,.mp3,5147184,Ewan Dobson II,Ewan Dobson,Space Walk,,,428.9210267897842,,96.0
Ewan Dobson - Springing Back to Life (Bonus Track).mp3,./Music/Fingerstyle/Others/Ewan Dobson - Springing Back to Life (Bonus Track).mp3,.mp3,2044177,Ewan Dobson II,Ewan Dobson,Springing Back to Life ,,,170.277691676543,,96.0
Ewan Dobson - Time 2.mp3,./Music/Fingerstyle/Others/Ewan Dobson - Time 2.mp3,.mp3,2327519,Ewan Dobson II,Ewan Dobson,Time 2,,,193.89758670539052,,96.0
Ewan Dobson - Time.mp3,./Music/Fingerstyle/Others/Ewan Dobson - Time.mp3,.mp3,3504088,,Ewan Dobson,Time,,,292.06131565580927,,96.0
Folder.jpg,./Music/Fingerstyle/Others/Folder.jpg,.jpg,24956,,,Folder,,,,,
Free Again.mp3,./Music/Fingerstyle/Others/Free Again.mp3,.mp3,3077607,,,Free Again,,Other,192.32078117371353,,128.0
Jake Shimabukuro - Dragon.mp3,./Music/Fingerstyle/Others/Jake Shimabukuro - Dragon.mp3,.mp3,3273006,,Jake Shimabukuro,Dragon,,Other,204.552,,128.0
Ladies Night — 指弹西安原声吉他俱乐部—小李演奏.mp3,./Music/Fingerstyle/Others/Ladies Night — 指弹西安原声吉他俱乐部—小李演奏.mp3,.mp3,4047777,,,Ladies Night — 指弹西安原声吉他俱乐部—小李演奏,,,252.976,,128.0
Maneli Jamal & Van Larkins - Settle In.mp3,./Music/Fingerstyle/Others/Maneli Jamal & Van Larkins - Settle In.mp3,.mp3,3681582,,Maneli Jamal & Van Larkins,Settle In,,Other,230.088,,128.0
Miracles - Coldplay [Unbroken]  Cover by Eddie van der Meer.mp3,./Music/Fingerstyle/Others/Miracles - Coldplay [Unbroken]  Cover by Eddie van der Meer.mp3,.mp3,2218926,,Miracles,Coldplay [Unbroken] Cover by Eddie van der Meer,,Other,138.672,,128.0
Muriel Anderson - Vincent.mp3,./Music/Fingerstyle/Others/Muriel Anderson - Vincent.mp3,.mp3,7077252,Duet,Jean-F¨¦lix Lalanne/Muriel Anderson,Vincent,1999,Folk,294.7473268822526,3,192.0
okapi - Anger.mp3,./Music/Fingerstyle/Others/okapi - Anger.mp3,.mp3,3520161,,okapi,Anger,,,220.0,,128.0
okapi - Sakigake.mp3,./Music/Fingerstyle/Others/okapi - Sakigake.mp3,.mp3,4674849,,okapi,Sakigake,,,292.168,,128.0
okapi - Stand Alone.mp3,./Music/Fingerstyle/Others/okapi - Stand Alone.mp3,.mp3,5684526,,okapi,Stand Alone,,Other,355.272,,128.0
"okapi, 上村叶恵 - 「hayate」.mp3","./Music/Fingerstyle/Others/okapi, 上村叶恵 - 「hayate」.mp3",.mp3,3392814,,"okapi, 上村叶恵",「hayate」,,Other,212.04,,128.0
Petteri Sariola - Prime.mp3,./Music/Fingerstyle/Others/Petteri Sariola - Prime.mp3,.mp3,3237928,,Petteri Sariola,Prime,,,202.53655485182577,,128.0
Petteri Sariola - The Release.mp3,./Music/Fingerstyle/Others/Petteri Sariola - The Release.mp3,.mp3,3418404,Phases,Petteri Sariola,The Release,2009-11-27,JAZZ & FUSION,213.65049579429666,2,128.0
Petteri Sariola - valve 1.mp3,./Music/Fingerstyle/Others/Petteri Sariola - valve 1.mp3,.mp3,3679711,,Petteri Sariola,valve 1,,,230.17174134021425,,128.0
Petteri Sariola - Wings~you are the HERO.mp3,./Music/Fingerstyle/Others/Petteri Sariola - Wings~you are the HERO.mp3,.mp3,3514017,,Petteri Sariola,Wings~you are the HERO,,,219.616,,128.0
Phunkdified-Justin King.mp3,./Music/Fingerstyle/Others/Phunkdified-Justin King.mp3,.mp3,2728347,Le Bleu,Justin King,Phunkdified,2007-02-05,Rock,170.5058762614668,15,128.0
Preston Reed - Ladies Night.mp3,./Music/Fingerstyle/Others/Preston Reed - Ladies Night.mp3,.mp3,4750064,Ladies Night,Preston Reed,Ladies Night,,,295.43414900888587,,128.0
Ritual Dance.mp3,./Music/Fingerstyle/Others/Ritual Dance.mp3,.mp3,1492511,August Rush (Soundtrack),Kaki King,Ritual Dance,,,93.25714285714285,,128.01335784313727
Sandra Bae - (Timbaland)apologize.mp3,./Music/Fingerstyle/Others/Sandra Bae - (Timbaland)apologize.mp3,.mp3,2950062,,Sandra Bae,(Timbaland)apologize,,Other,184.368,,128.0
Sandra Bae - Black Or White.mp3,./Music/Fingerstyle/Others/Sandra Bae - Black Or White.mp3,.mp3,2478510,,Sandra Bae,Black Or White,,Other,154.896,,128.0
Sandra Bae - Snow Flower 吉他版.mp3,./Music/Fingerstyle/Others/Sandra Bae - Snow Flower 吉他版.mp3,.mp3,5687763,,Sandra Bae,Snow Flower 吉他版,,Other,355.43960160140614,,128.0
Sandra Bae - 独一无二.mp3,./Music/Fingerstyle/Others/Sandra Bae - 独一无二.mp3,.mp3,3552801,,Sandra Bae,独一无二,,,222.04,,128.0
Secret Base.mp3,./Music/Fingerstyle/Others/Secret Base.mp3,.mp3,2660385,,,Secret Base,,,166.264,,128.0
Steve Baughman - Shady Grove.mp3,./Music/Fingerstyle/Others/Steve Baughman - Shady Grove.mp3,.mp3,2542881,,Steve Baughman,Shady Grove,,,158.92,,128.0
sunshine VTS_44_1.mp3,./Music/Fingerstyle/Others/sunshine VTS_44_1.mp3,.mp3,1059489,1,44,sunshine VTS,,,66.208,,128.0
Sur La Courte Pointe (The Edge)-Robert Bouche.mp3,./Music/Fingerstyle/Others/Sur La Courte Pointe (The Edge)-Robert Bouche.mp3,.mp3,3313195,,Sur La Courte Pointe (The Edge),Robert Bouche,,,207.14351755062964,,128.0
Tev Stevig - Cuperlika.mp3,./Music/Fingerstyle/Others/Tev Stevig - Cuperlika.mp3,.mp3,3095073,,Tev Stevig,Cuperlika,,,193.432,,128.0
Tobias Rauscher - Still Awake .mp3,./Music/Fingerstyle/Others/Tobias Rauscher - Still Awake .mp3,.mp3,4651950,,Tobias Rauscher,Still Awake,,Other,290.736,,128.0
Todd Baker - Gentle.mp3,./Music/Fingerstyle/Others/Todd Baker - Gentle.mp3,.mp3,3122094,,Todd Baker,Gentle,,Other,195.12,,128.0
Tommy Emmanuel - Angelina.mp3,./Music/Fingerstyle/Others/Tommy Emmanuel - Angelina.mp3,.mp3,3540117,Endless Road,Tommy Emmanuel,Angelina,,Blues,221.15848028057556,0,128.0
中川砂仁 - hachijo kariyasu.mp3,./Music/Fingerstyle/Others/中川砂仁 - hachijo kariyasu.mp3,.mp3,1715706,Rainbow Chaser,中川砂仁,hachijo kariyasu,1995-02-08,,141.78721852493393,,96.0
中川砂仁 - Hazy Moon.mp3,./Music/Fingerstyle/Others/中川砂仁 - Hazy Moon.mp3,.mp3,2162848,Sketch,isato nakagawa,Hazy Moon,2011-05-08,DOMESTIC(J-POPS),135.1487226580436,1,128.0
中川砂仁 - rainbow chaser.mp3,./Music/Fingerstyle/Others/中川砂仁 - rainbow chaser.mp3,.mp3,2698448,Rainbow Chaser,中川砂仁,rainbow chaser,1995-02-08,,224.01275282289046,,96.0
中川砂仁 - suirou.mp3,./Music/Fingerstyle/Others/中川砂仁 - suirou.mp3,.mp3,2113792,Rainbow Chaser,中川砂仁,suirou,1995-02-08,,174.97006368597215,,96.0
中川砂仁 - 东方美人.mp3,./Music/Fingerstyle/Others/中川砂仁 - 东方美人.mp3,.mp3,3641168,Real Thing,Isato Nakagawa,东方美人,2005-08-07,,227.5790506149803,,128.0
以色列指弹青年Michael Kobrin - About Two.mp3,./Music/Fingerstyle/Others/以色列指弹青年Michael Kobrin - About Two.mp3,.mp3,3811374,,以色列指弹青年Michael Kobrin,About Two,,Other,238.2,,128.0
古典吉他 幽灵公主.mp3,./Music/Fingerstyle/Others/古典吉他 幽灵公主.mp3,.mp3,6616110,,,古典吉他 幽灵公主,,Other,275.664,,192.0
吉他指弹 彩虹 羽泉.mp3,./Music/Fingerstyle/Others/吉他指弹 彩虹 羽泉.mp3,.mp3,4160122,,,吉他指弹 彩虹 羽泉,,Other,259.971362171663,,128.0
善的牧者.mp3,./Music/Fingerstyle/Others/善的牧者.mp3,.mp3,3043109,,纯音乐,善的牧者,,,190.27464227070138,,128.0
孙培博 - Sunflower.mp3,./Music/Fingerstyle/Others/孙培博 - Sunflower.mp3,.mp3,3334234,,孙培博,Sunflower,,Other,208.35840249975587,,128.0
孙培博 - You are not alone.mp3,./Music/Fingerstyle/Others/孙培博 - You are not alone.mp3,.mp3,2568951,,孙培博,You are not alone,,Other,160.53288546040426,,128.0
孙培博 - 云中杉.mp3,./Music/Fingerstyle/Others/孙培博 - 云中杉.mp3,.mp3,3856986,,孙培博,云中杉,,,240.88055411729079,,128.0
巴西指弹手Daniel Padim - Harmonics Got Crazy.mp3,./Music/Fingerstyle/Others/巴西指弹手Daniel Padim - Harmonics Got Crazy.mp3,.mp3,4333614,,巴西指弹手Daniel Padim,Harmonics Got Crazy,,Other,270.84,,128.0
巴西指弹手Daniel Padim - If I Had a Car.mp3,./Music/Fingerstyle/Others/巴西指弹手Daniel Padim - If I Had a Car.mp3,.mp3,3002286,,巴西指弹手Daniel Padim,If I Had a Car,,Other,187.632,,128.0
巴西指弹手Daniel Padim - Scottish Night.mp3,./Music/Fingerstyle/Others/巴西指弹手Daniel Padim - Scottish Night.mp3,.mp3,2993070,,巴西指弹手Daniel Padim,Scottish Night,,Other,187.056,,128.0
巴西指弹手Daniel Padim - Waiting For You.mp3,./Music/Fingerstyle/Others/巴西指弹手Daniel Padim - Waiting For You.mp3,.mp3,2913966,,巴西指弹手Daniel Padim,Waiting For You,,Other,182.112,,128.0
幽灵公主古典吉他版.mp3,./Music/Fingerstyle/Others/幽灵公主古典吉他版.mp3,.mp3,1819132,,,幽灵公主古典吉他版,,Other,113.67377404550338,,128.0
德国指弹新锐Tobias Rauscher - Memories.mp3,./Music/Fingerstyle/Others/德国指弹新锐Tobias Rauscher - Memories.mp3,.mp3,5159598,,德国指弹新锐Tobias Rauscher,Memories,,Other,322.464,,128.0
意大利指弹小生Andrea Baileni - Il Nero Non Esiste.mp3,./Music/Fingerstyle/Others/意大利指弹小生Andrea Baileni - Il Nero Non Esiste.mp3,.mp3,2816814,,意大利指弹小生Andrea Baileni,Il Nero Non Esiste,,Other,176.04,,128.0
我的吉他指弹 那些花儿.MP3,./Music/Fingerstyle/Others/我的吉他指弹 那些花儿.MP3,.MP3,4756532,,,我的吉他指弹 那些花儿,,,297.27525,,128.0
指弹吉他 西游记 片头曲.mp3,./Music/Fingerstyle/Others/指弹吉他 西游记 片头曲.mp3,.mp3,3684552,,,指弹吉他 西游记 片头曲,,,153.55028066108383,,192.0
木头 - 画中人.mp3,./Music/Fingerstyle/Others/木头 - 画中人.mp3,.mp3,4262190,,木头,画中人,,Other,266.376,,128.0
杨泽 - In The Rain.mp3,./Music/Fingerstyle/Others/杨泽 - In The Rain.mp3,.mp3,2345889,,杨泽,In The Rain,,,146.608,,128.0
杨泽 - Love Story.mp3,./Music/Fingerstyle/Others/杨泽 - Love Story.mp3,.mp3,3446049,,杨泽,Love Story,,,215.368,,128.0
杨泽 - 不屑一顾.mp3,./Music/Fingerstyle/Others/杨泽 - 不屑一顾.mp3,.mp3,3210639,,杨泽,不屑一顾,,,200.392125,,128.0
杨泽 - 怒火.mp3,./Music/Fingerstyle/Others/杨泽 - 怒火.mp3,.mp3,3108495,,杨泽,怒火,,,194.008125,,128.0
杨泽 - 战·伤.mp3,./Music/Fingerstyle/Others/杨泽 - 战·伤.mp3,.mp3,3184161,,杨泽,战·伤,,,199.0,,128.0
杨泽 - 无所畏惧.mp3,./Music/Fingerstyle/Others/杨泽 - 无所畏惧.mp3,.mp3,4435617,,杨泽,无所畏惧,,,277.216,,128.0
杨泽 - 杀戮.mp3,./Music/Fingerstyle/Others/杨泽 - 杀戮.mp3,.mp3,2554401,,杨泽,杀戮,,,159.64,,128.0
杨泽 - 猫的眼睛.mp3,./Music/Fingerstyle/Others/杨泽 - 猫的眼睛.mp3,.mp3,3196833,,杨泽,猫的眼睛,,,199.792,,128.0
杨泽 - 起跑线.mp3,./Music/Fingerstyle/Others/杨泽 - 起跑线.mp3,.mp3,3095598,,杨泽,起跑线,,Other,193.464,,128.0
杨泽 - 躁动.mp3,./Music/Fingerstyle/Others/杨泽 - 躁动.mp3,.mp3,2533281,,杨泽,躁动,,,158.32,,128.0
杨泽 - 迷魅.mp3,./Music/Fingerstyle/Others/杨泽 - 迷魅.mp3,.mp3,2808225,,杨泽,迷魅,,,175.504,,128.0
杨泽 - 雷霆.mp3,./Music/Fingerstyle/Others/杨泽 - 雷霆.mp3,.mp3,3489825,,杨泽,雷霆,,,218.104,,128.0
松井佑贵 - Friend.mp3,./Music/Fingerstyle/Others/松井佑贵 - Friend.mp3,.mp3,4146747,,松井佑贵,Friend,,Other,259.1355062982131,,128.0
松井佑贵 - Night Street .mp3,./Music/Fingerstyle/Others/松井佑贵 - Night Street .mp3,.mp3,4665006,,松井佑贵,Night Street,,Other,291.552,,128.0
松井佑贵 - YouMe.mp3,./Music/Fingerstyle/Others/松井佑贵 - YouMe.mp3,.mp3,4046437,,松井佑贵,YouMe,,Other,252.86674348208183,,128.0
泡沫.mp3,./Music/Fingerstyle/Others/泡沫.mp3,.mp3,3325230,,,泡沫,,Other,207.816,,128.0
灌篮 VTS_94_1.mp3,./Music/Fingerstyle/Others/灌篮 VTS_94_1.mp3,.mp3,1398561,1,94,灌篮 VTS,,,87.4,,128.0
琴歌指弹 因为爱情.mp3,./Music/Fingerstyle/Others/琴歌指弹 因为爱情.mp3,.mp3,3524385,,,琴歌指弹 因为爱情,,,220.264,,128.0
琴歌指弹 时间都去哪儿了.mp3,./Music/Fingerstyle/Others/琴歌指弹 时间都去哪儿了.mp3,.mp3,3552033,,,琴歌指弹 时间都去哪儿了,,,221.992,,128.0
画中人.mp3,./Music/Fingerstyle/Others/画中人.mp3,.mp3,4262190,,,画中人,,Other,266.376,,128.0
穿越时空的思念（犬夜叉）吉他 指弹.mp3,./Music/Fingerstyle/Others/穿越时空的思念（犬夜叉）吉他 指弹.mp3,.mp3,3669856,,,穿越时空的思念（犬夜叉）吉他 指弹,,Other,229.33272922566155,,128.0
胡洋 - Pop Melody.mp3,./Music/Fingerstyle/Others/胡洋 - Pop Melody.mp3,.mp3,5939886,,胡洋,Pop Melody,,Other,371.232,,128.0
英国光头男Tony McHugh - Mark My Words.mp3,./Music/Fingerstyle/Others/英国光头男Tony McHugh - Mark My Words.mp3,.mp3,3818670,,英国光头男Tony McHugh,Mark My Words,,Other,238.656,,128.0
英国指弹才俊Will McNicol - The Wake Up.mp3,./Music/Fingerstyle/Others/英国指弹才俊Will McNicol - The Wake Up.mp3,.mp3,4283310,,英国指弹才俊Will McNicol,The Wake Up,,Other,267.696,,128.0
董泽亮 - 逆战.mp3,./Music/Fingerstyle/Others/董泽亮 - 逆战.mp3,.mp3,3639726,,董泽亮,逆战,,Other,227.472,,128.0
陈亮 - ON MY WAY.mp3,./Music/Fingerstyle/Others/陈亮 - ON MY WAY.mp3,.mp3,3965601,,陈亮,ON MY WAY,,,247.84,,128.0
陈亮 - 忆.mp3,./Music/Fingerstyle/Others/陈亮 - 忆.mp3,.mp3,4759266,,陈亮,忆,,Other,198.27613709598674,,192.0
陈亮 - 无题.mp3,./Music/Fingerstyle/Others/陈亮 - 无题.mp3,.mp3,8261824,,陈亮,无题,,Other,344.2026781238811,,192.0
陈亮 - 晨曦.mp3,./Music/Fingerstyle/Others/陈亮 - 晨曦.mp3,.mp3,3675438,,陈亮,晨曦,,Other,229.704,,128.0
陈亮 - 枫桥夜泊.mp3,./Music/Fingerstyle/Others/陈亮 - 枫桥夜泊.mp3,.mp3,3634350,,陈亮,枫桥夜泊,,Other,227.136,,128.0
陈亮 - 田子坊.mp3,./Music/Fingerstyle/Others/陈亮 - 田子坊.mp3,.mp3,6959194,,陈亮,田子坊,,Other,289.93085310679294,,192.0
陈亮 - 願桜.mp3,./Music/Fingerstyle/Others/陈亮 - 願桜.mp3,.mp3,6164236,,陈亮,願桜,,Other,256.81083748331866,,192.0
陈亮扇品民谣吉他试听.mp3,./Music/Fingerstyle/Others/陈亮扇品民谣吉他试听.mp3,.mp3,2238204,,,陈亮扇品民谣吉他试听,,,139.93098152616722,,128.0
骑单车的少年.mp3,./Music/Fingerstyle/Others/骑单车的少年.mp3,.mp3,2867767,旅,黄家伟,骑单车的少年,2005-12-01,,238.46170115780842,,96.0
AlbumArtSmall.jpg,./Music/Fingerstyle/岸部真明/AlbumArtSmall.jpg,.jpg,6795,,,AlbumArtSmall,,,,,
AlbumArt_{0A92CC31-9263-489F-AEB5-EE932C5BE168}_Large.jpg,./Music/Fingerstyle/岸部真明/AlbumArt_{0A92CC31-9263-489F-AEB5-EE932C5BE168}_Large.jpg,.jpg,22012,Large,{0A92CC31-9263-489F-AEB5-EE932C5BE168},AlbumArt,,,,,
AlbumArt_{0A92CC31-9263-489F-AEB5-EE932C5BE168}_Small.jpg,./Music/Fingerstyle/岸部真明/AlbumArt_{0A92CC31-9263-489F-AEB5-EE932C5BE168}_Small.jpg,.jpg,6795,Small,{0A92CC31-9263-489F-AEB5-EE932C5BE168},AlbumArt,,,,,
AlbumArt_{715FB5D9-2D66-4E9E-9912-960B2B365AF1}_Large.jpg,./Music/Fingerstyle/岸部真明/AlbumArt_{715FB5D9-2D66-4E9E-9912-960B2B365AF1}_Large.jpg,.jpg,31812,Large,{715FB5D9-2D66-4E9E-9912-960B2B365AF1},AlbumArt,,,,,
AlbumArt_{715FB5D9-2D66-4E9E-9912-960B2B365AF1}_Small.jpg,./Music/Fingerstyle/岸部真明/AlbumArt_{715FB5D9-2D66-4E9E-9912-960B2B365AF1}_Small.jpg,.jpg,7675,Small,{715FB5D9-2D66-4E9E-9912-960B2B365AF1},AlbumArt,,,,,
desktop.ini,./Music/Fingerstyle/岸部真明/desktop.ini,.ini,279,,,desktop,,,,,
Folder.jpg,./Music/Fingerstyle/岸部真明/Folder.jpg,.jpg,22012,,,Folder,,,,,
岸部真明 - Down By The Sally Garden.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Down By The Sally Garden.mp3,.mp3,2041632,,°¶²¿ÕæÃ÷,Down by the Sally Garden,,,127.58154086514989,1,128.0
岸部真明 - Hajimari.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Hajimari.mp3,.mp3,5194724,Bloom,°¶²¿ÕæÃ÷                      ,Hajimari,    ,Other,323.9877394636015,1,128.0
岸部真明 - Morning Glory.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Morning Glory.mp3,.mp3,2354943,,°¶²¿ÕæÃ÷,Morning glory,,Other,117.75178923024033,,160.0
岸部真明 - New Song.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - New Song.mp3,.mp3,3568302,,岸部真明,New Song,,Other,223.008,,128.0
岸部真明 - Time Travel.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Time Travel.mp3,.mp3,10157794,12 Stories,Masaaki Kishibe£¨www.mtyyw.com,Time travel(ÂóÌïÒôÀÖÍø),2009,,254.01408370355608,3,320.0
岸部真明 - Truth.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Truth.mp3,.mp3,5040407,Î´Öª×¨¼­                      ,Î´ÖªÒÕÈË                      ,08 TRUTH                      ,2005,Blues,315.7157930798219,,128.0
岸部真明 - Winter.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Winter.mp3,.mp3,3924702,Growing Up,°¶²¿ÕæÃ÷                      ,Winter,    ,Other,243.70512158886544,12,128.0
岸部真明 - Wonderful Tonight.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - Wonderful Tonight.mp3,.mp3,3615116,My Favorites,°¶²¿ÕæÃ÷,Wonderful Tonight,,,226.0670263507702,,128.0
岸部真明 - 夏の终わりの海.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 夏の终わりの海.mp3,.mp3,3396714,,°¶²¿ÕæÃ÷,ÏÄ¤Î½K¤ï¤ê¤Îº£,,Other,169.8452229896553,,160.0
岸部真明 - 失眠夜.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 失眠夜.mp3,.mp3,2038431,,岸部真明,失眠夜,,ÒôÀÖ,254.25104579630897,,64.0
岸部真明 - 奇迹の山.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 奇迹の山.mp3,.mp3,6463506,ÐýÂÉÖí,ÐýÂÉÖí-ÔÂÔÂ,Ææ¼£¤ÎÉ½°¶²¿ÕæÃ÷,2006,,269.36704218381675,,192.0
岸部真明 - 树冰の辉き.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 树冰の辉き.mp3,.mp3,4680762,ÆæÛE¤ÎÉ½,Masaaki Kishibe,äê¤ÎÝx¤­,,Other,195.05892710626054,13,192.0
岸部真明 - 流れ行く云.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 流れ行く云.mp3,.mp3,6153408,°¶²¿ÕæÃ÷,Masaaki Kishibe,Á÷¤ìÐÐ¤¯ë,,Other,256.4327624604405,7,192.0
岸部真明 - 花.mp3,./Music/Fingerstyle/岸部真明/岸部真明 - 花.mp3,.mp3,3925414,,°¶²¿ÕæÃ÷,»¨,,Other,196.28270150326594,,160.0
AlbumArtSmall.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArtSmall.jpg,.jpg,5731,,,AlbumArtSmall,,,,,
AlbumArt_{58608581-7C02-4E22-B14F-878C95BFCE3E}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{58608581-7C02-4E22-B14F-878C95BFCE3E}_Large.jpg,.jpg,47645,Large,{58608581-7C02-4E22-B14F-878C95BFCE3E},AlbumArt,,,,,
AlbumArt_{58608581-7C02-4E22-B14F-878C95BFCE3E}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{58608581-7C02-4E22-B14F-878C95BFCE3E}_Small.jpg,.jpg,8926,Small,{58608581-7C02-4E22-B14F-878C95BFCE3E},AlbumArt,,,,,
AlbumArt_{590B420E-3FA6-4D7C-B670-AB4099716A07}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{590B420E-3FA6-4D7C-B670-AB4099716A07}_Large.jpg,.jpg,24702,Large,{590B420E-3FA6-4D7C-B670-AB4099716A07},AlbumArt,,,,,
AlbumArt_{590B420E-3FA6-4D7C-B670-AB4099716A07}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{590B420E-3FA6-4D7C-B670-AB4099716A07}_Small.jpg,.jpg,6370,Small,{590B420E-3FA6-4D7C-B670-AB4099716A07},AlbumArt,,,,,
AlbumArt_{71EE22C1-5400-456D-A1FA-F455586BF73B}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{71EE22C1-5400-456D-A1FA-F455586BF73B}_Large.jpg,.jpg,13174,Large,{71EE22C1-5400-456D-A1FA-F455586BF73B},AlbumArt,,,,,
AlbumArt_{71EE22C1-5400-456D-A1FA-F455586BF73B}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{71EE22C1-5400-456D-A1FA-F455586BF73B}_Small.jpg,.jpg,3484,Small,{71EE22C1-5400-456D-A1FA-F455586BF73B},AlbumArt,,,,,
AlbumArt_{86359EE1-457B-4B3E-A840-01535EB5FD22}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{86359EE1-457B-4B3E-A840-01535EB5FD22}_Large.jpg,.jpg,10261,Large,{86359EE1-457B-4B3E-A840-01535EB5FD22},AlbumArt,,,,,
AlbumArt_{86359EE1-457B-4B3E-A840-01535EB5FD22}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{86359EE1-457B-4B3E-A840-01535EB5FD22}_Small.jpg,.jpg,2651,Small,{86359EE1-457B-4B3E-A840-01535EB5FD22},AlbumArt,,,,,
AlbumArt_{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7}_Large.jpg,.jpg,47645,Large,{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7},AlbumArt,,,,,
AlbumArt_{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7}_Small.jpg,.jpg,8926,Small,{94E8FC9C-50D2-4EB3-81DA-4A6B13BAE9E7},AlbumArt,,,,,
AlbumArt_{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920}_Large.jpg,.jpg,32288,Large,{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920},AlbumArt,,,,,
AlbumArt_{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920}_Small.jpg,.jpg,8343,Small,{B2471D63-7FA2-4D49-B2EF-E3A2B9F6D920},AlbumArt,,,,,
AlbumArt_{DD92EB66-AF15-438C-9D63-3BA010F1320F}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{DD92EB66-AF15-438C-9D63-3BA010F1320F}_Large.jpg,.jpg,10016,Large,{DD92EB66-AF15-438C-9D63-3BA010F1320F},AlbumArt,,,,,
AlbumArt_{DD92EB66-AF15-438C-9D63-3BA010F1320F}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{DD92EB66-AF15-438C-9D63-3BA010F1320F}_Small.jpg,.jpg,2410,Small,{DD92EB66-AF15-438C-9D63-3BA010F1320F},AlbumArt,,,,,
AlbumArt_{EFB72448-B2BE-4A6E-916D-5B99B97E42A4}_Large.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{EFB72448-B2BE-4A6E-916D-5B99B97E42A4}_Large.jpg,.jpg,34910,Large,{EFB72448-B2BE-4A6E-916D-5B99B97E42A4},AlbumArt,,,,,
AlbumArt_{EFB72448-B2BE-4A6E-916D-5B99B97E42A4}_Small.jpg,./Music/Fingerstyle/押尾コータロー/AlbumArt_{EFB72448-B2BE-4A6E-916D-5B99B97E42A4}_Small.jpg,.jpg,6793,Small,{EFB72448-B2BE-4A6E-916D-5B99B97E42A4},AlbumArt,,,,,
